date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:47%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/156/course/overviewfiles/t8.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/156/course/overviewfiles/t8.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:44	21366/21366	---MCZ	200	added ('OK')	application/javascript	etag:%22408c6a441934ed9b7aac7d080926321c2a5b08e7%22	https://demo.createdbycocoon.com/moodle/edumy/2/lib/javascript.php/1583196004/lib/javascript-static.js	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/lib/javascript.php/1583196004/lib/javascript.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:48%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=11	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view0055.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:44	22288/22288	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/156/course/overviewfiles/t8.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/156/course/overviewfiles/t8.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:48%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/155/course/overviewfiles/t7.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/155/course/overviewfiles/t7.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:45	94098/94098	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:07:56%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=11	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view0055.html	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:49%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=10	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/viewf41b.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:46	22939/22939	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/155/course/overviewfiles/t7.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/155/course/overviewfiles/t7.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:50%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/154/course/overviewfiles/t6.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/154/course/overviewfiles/t6.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:47	91755/91755	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:07:57%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=10	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/viewf41b.html	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:51%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=9	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view5255.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:48	33979/33979	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/154/course/overviewfiles/t6.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/154/course/overviewfiles/t6.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:52%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/150/course/overviewfiles/t3.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/150/course/overviewfiles/t3.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:49	90344/90344	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:07:59%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=9	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view5255.html	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:52%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=6	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view3a9f.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:49	20154/20154	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/150/course/overviewfiles/t3.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/150/course/overviewfiles/t3.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
